gname,glong,glat,radius,vlsr,e_vlsr,line,e_line,line_unit,beam_area,line_freq,fwhm,e_fwhm,te,e_te,source,author,telescope,kdar,Rgal,near,far,tangent,vlsr_tangent,plx,dist_author,te_priority
G019.489+00.135,19.4896,0.135306,52.3577,19.8,0.5,344.96000000000004,20.944000000000003,mJy/beam,146848.46859520106,8000.0,17.5,1.2,,500.0,WISE Catalog,Lockman (1989),NRAO 140',F,6.656905280397163,1.6605795795795781,13.78140240240239,7.698565565565559,117.45562771435603,0.326,"L. Moscadelli et al. (2019, in preparation)",0
G019.504-00.193,19.5048,-0.192796,51.6417,37.8,0.1,18.16,0.168,mJy/beam,6893.719775719162,8000.0,19.9,0.2,,500.0,WISE Catalog,Anderson et al. (2011),GBT,F,5.523980385174435,2.882420420420418,12.494344344344334,7.6960220220220155,116.93241651450516,,,0
G019.554-00.248,19.5541,-0.247606,191.519,41.0,0.8,806.96,45.584,mJy/beam,146848.46859520106,8000.0,27.7,1.8,,500.0,WISE Catalog,Lockman (1989),NRAO 140',F,5.392761924337008,3.058088088088085,12.349588588588578,7.69756656656656,117.84386655508793,,,0
G019.594+00.024,19.594,0.024,42.5,35.3,0.4,5.120000000000001,0.12,mJy/beam,6893.719775719162,8000.0,29.0,1.0,,500.0,WISE Catalog,Anderson et al. (2011),GBT,,5.664737508906279,2.7320150150150124,12.654357357357346,7.6982372372372305,116.1718888622278,,,0
G019.609-00.239,19.6093,-0.238419,86.0993,42.5,0.1,518.9184,5.1744,mJy/beam,36712.117148800266,8000.0,26.5,0.4,,500.0,WISE Catalog,Quireza et al. (2006),NRAO 140',F,5.306276327288281,3.1736426426426396,12.264538538538527,7.691370370370364,116.69395750878081,,,0
G019.629-00.095,19.6291,-0.09409,327.526,58.6,0.8,332.64000000000004,22.792,mJy/beam,146848.46859520106,8000.0,22.8,1.8,,500.0,WISE Catalog,Lockman (1989),NRAO 140',F,4.580586736108725,4.033106106106103,11.366172172172163,7.694360360360354,116.87784587899948,,,0
G019.666-00.309,19.6665,-0.308261,71.444,44.3,0.2,13.56,0.328,mJy/beam,6893.719775719162,8000.0,19.2,0.5,,500.0,WISE Catalog,Anderson et al. (2011),GBT,F,5.214718701803307,3.255913913913911,12.13565965965965,7.69476676676676,117.81737443929482,,,0
G019.675-00.226,19.6758,-0.225447,211.763,42.5,0.1,518.9184,5.1744,mJy/beam,36712.117148800266,8000.0,26.5,0.4,,500.0,WISE Catalog,Quireza et al. (2006),NRAO 140',,5.305088314880314,3.1794324324324297,12.240378378378368,7.687395395395389,116.56780663427293,,,0
G019.677-00.134,19.6771,-0.133331,60.0,54.7,0.9,17.283918374756272,1.182045036938097,mJy/beam,550.13,8000.0,26.98,2.35,6373.9,629.5,VLA Te,Wenger et al. (2019),JVLA,F,4.755859472278558,3.797120120120117,11.572158158158148,7.693161161161155,117.87353242765639,,,0
G019.716-00.261,19.7164,-0.26071,58.8975,40.1,0.1,11.840000000000002,0.21600000000000003,mJy/beam,6893.719775719162,8000.0,15.2,0.3,,500.0,WISE Catalog,Anderson et al. (2015b),GBT,F,5.409331413245625,2.9718158158158134,12.351144144144133,7.687738738738732,117.7368205560618,,,0
G019.728-00.113,19.728,-0.113,42.5,57.3,0.3,6.16,0.16000000000000003,mJy/beam,6893.719775719162,8000.0,21.7,0.7,,500.0,WISE Catalog,Anderson et al. (2011),GBT,F,4.782002622295079,3.7952352352352317,11.596467467467457,7.688514514514508,116.54682020682395,,,0
G019.741+00.280,19.741,0.28,42.5,16.3,0.1,12.880000000000003,0.144,mJy/beam,6893.719775719162,8000.0,25.5,0.3,,500.0,WISE Catalog,Anderson et al. (2011),GBT,F,6.8607312064659025,1.3992052052052038,13.956558558558546,7.686463463463457,117.82070796997893,,,0
G019.780+00.286,19.7807,0.286631,111.143,-9.3,0.2,8.520000000000001,0.11599999999999999,mJy/beam,6893.719775719162,8000.0,21.7,0.4,,500.0,WISE Catalog,Anderson et al. (2011),GBT,F,9.318860245557097,,16.54147347347346,7.687753753753747,117.07188338593926,,,0
G019.818+00.010,19.8183,0.0104075,112.851,60.4,0.1,10.440000000000001,0.16000000000000003,mJy/beam,6893.719775719162,8000.0,18.2,0.3,,500.0,WISE Catalog,Anderson et al. (2011),GBT,,4.539930017959417,4.076370370370366,11.274155155155146,7.684154154154148,117.7775464320214,,,0
G020.070-00.144,20.0706,-0.14344,32.7923,42.2,1.4,190.96000000000004,17.248,mJy/beam,146848.46859520106,8000.0,31.7,3.3,,500.0,WISE Catalog,Lockman (1989),NRAO 140',F,5.342728607155511,3.1004684684684656,12.220229229229219,7.670617617617611,118.07835584805153,,,0
G020.077-00.141,20.0771,-0.140456,32.7923,42.2,1.4,190.96000000000004,17.248,mJy/beam,146848.46859520106,8000.0,31.7,3.3,,500.0,WISE Catalog,Lockman (1989),NRAO 140',F,5.370880633516332,3.097573573573571,12.2558108108108,7.6732922922922855,116.87021471593414,,,0
G020.083-00.135,20.0837,-0.134101,32.7923,42.2,1.4,190.96000000000004,17.248,mJy/beam,146848.46859520106,8000.0,31.7,3.3,,500.0,WISE Catalog,Lockman (1989),NRAO 140',F,5.351072587324773,3.1345315315315285,12.240507507507496,7.668169169169162,116.53963614300973,,,0
G020.098-00.123,20.098,-0.123,42.5,43.4,0.1,12.92,0.11200000000000002,mJy/beam,6893.719775719162,8000.0,20.3,0.2,,500.0,WISE Catalog,Anderson et al. (2011),GBT,F,5.295216950912408,3.1791291291291266,12.155702702702692,7.668362362362355,116.71570356942046,,,0
G020.150-00.335,20.1503,-0.33496,565.937,67.3,1.5,117.04000000000002,17.864,mJy/beam,146848.46859520106,8000.0,20.3,3.6,,500.0,WISE Catalog,Lockman  Pisano  & Howard (1996),NRAO 140',,4.267809180363287,4.419619619619616,10.89312012012011,7.670792792792786,117.54011127432673,,,0
G020.227+00.110,20.227,0.11,71.0717,22.1,0.2,4.2,0.1,mJy/beam,6893.719775719162,8000.0,14.9,0.4,,500.0,WISE Catalog,Anderson et al. (2011),GBT,F,6.53271707329427,1.7970730730730715,13.502197197197185,7.662927927927921,117.9542465961056,,,0
G020.363-00.014,20.363,-0.014,42.5,54.1,0.2,8.72,0.196,mJy/beam,6893.719775719162,8000.0,16.6,0.4,,500.0,WISE Catalog,Anderson et al. (2011),GBT,F,4.787077893964293,3.806950950950948,11.522023023023014,7.654912912912906,117.9295475582981,,,0
G020.457+00.021,20.4575,0.021535,104.923,73.8,0.1,26.680000000000003,0.43200000000000005,mJy/beam,6893.719775719162,8000.0,15.0,0.3,,500.0,WISE Catalog,Anderson et al. (2011),GBT,F,4.121761169155114,4.6918918918918875,10.632561561561552,7.653127127127121,118.43833630761573,,,0
G020.481+00.168,20.4817,0.168806,155.0,24.1,1.0,147.84,14.168,mJy/beam,146848.46859520106,8000.0,20.5,2.2,,500.0,WISE Catalog,Lockman (1989),NRAO 140',F,6.37053800856112,1.9460660660660642,13.348913913913902,7.645528528528522,117.33562971067957,,,0
G020.542-00.179,20.542,-0.178847,181.508,48.6,0.1,16.2,0.252,mJy/beam,6893.719775719162,8000.0,16.2,0.3,,500.0,WISE Catalog,Anderson et al. (2011),GBT,N,5.105529285242469,3.456112112112109,11.881474474474464,7.65099599599599,117.51971935980892,,,0
G020.576+00.103,20.5762,0.10351,96.1355,28.8,0.3,5.120000000000001,0.132,mJy/beam,6893.719775719162,8000.0,25.2,0.9,,500.0,WISE Catalog,Anderson et al. (2015b),GBT,,6.108271007211187,2.227149149149147,13.048321321321309,7.6489759759759695,117.87333948172319,,,0
G020.966-00.455,20.9669,-0.454531,922.82,38.5,2.5,61.6,6.776000000000001,mJy/beam,146848.46859520106,8000.0,45.5,6.0,,500.0,WISE Catalog,Lockman  Pisano  & Howard (1996),NRAO 140',F,5.654643401972953,2.7950050050050024,12.472114114114103,7.624091091091085,117.7808993305814,,,0
G020.988+00.092,20.988,0.092,130.886,18.6,1.3,289.52000000000004,34.496,mJy/beam,146848.46859520106,8000.0,21.4,2.9,,500.0,WISE Catalog,Lockman (1989),NRAO 140',F,6.772490255600182,1.5115145145145132,13.733915915915905,7.6274804804804734,118.29800314092262,,,0
G021.004-00.056,21.004,-0.056,42.5,28.8,0.1,7.2,0.08000000000000002,mJy/beam,6893.719775719162,8000.0,19.6,0.3,,500.0,WISE Catalog,Anderson et al. (2011),GBT,F,6.117690027820565,2.173105105105103,13.067300300300289,7.623883883883877,118.04791996912171,,,0
G021.386-00.255,21.386,-0.254,57.6009,94.0,0.4,8.105782936226813,0.2810730100928761,mJy/beam,136.41,8000.0,25.2,1.01,10088.1,468.6,VLA Te,Wenger et al. (2019),JVLA,F,3.5905987841107008,5.55386486486486,9.62156756756756,7.603223223223217,116.4489438981177,,,0
G021.450-00.590,21.4506,-0.589631,122.21,72.7,0.1,15.32,0.13999999999999999,mJy/beam,6893.719775719162,8000.0,20.5,0.2,,500.0,WISE Catalog,Anderson et al. (2011),GBT,,4.250095513242147,4.586527527527523,10.644763763763754,7.602444444444438,116.94874718485232,,,0
G021.560-00.108,21.5602,-0.107847,175.231,115.1,0.2,9.96,0.12,mJy/beam,6893.719775719162,8000.0,23.0,0.5,,500.0,WISE Catalog,Anderson et al. (2015a),GBT,,3.047698371194595,6.756113113113107,8.459669669669662,7.593460460460454,116.62639945800358,,,0
G021.603-00.169,21.6031,-0.168674,31.8733,-4.7,0.6,3.28,0.16000000000000003,mJy/beam,6893.719775719162,8000.0,23.0,1.5,,500.0,WISE Catalog,Anderson et al. (2015b),GBT,F,8.74947028135773,0.01,15.794147147147134,7.5982532532532465,116.9448791334529,,,0
G021.634-00.003,21.6342,-0.00227055,113.956,20.2,0.1,9.8,0.12,mJy/beam,6893.719775719162,8000.0,19.8,0.3,,500.0,WISE Catalog,Anderson et al. (2015b),GBT,,6.6827955180949985,1.6164214214214199,13.575465465465454,7.589600600600594,117.81923236083202,,,0
G021.746-00.035,21.746,-0.0340381,85.4153,20.0,0.1,8.120000000000001,0.12,mJy/beam,6893.719775719162,8000.0,14.8,0.3,,500.0,WISE Catalog,Anderson et al. (2011),GBT,F,6.748304132868988,1.5303783783783769,13.623055055055042,7.589743743743737,116.09272129690406,,,0
G021.872-00.044,21.8729,-0.0432992,100.459,17.1,0.3,6.76,0.22000000000000003,mJy/beam,6893.719775719162,8000.0,16.4,0.6,,500.0,WISE Catalog,Anderson et al. (2011),GBT,F,6.9674161885638775,1.3357967967967954,13.859965965965955,7.583009009009002,116.9493797453197,,,0
G021.884-00.318,21.8843,-0.317371,351.408,79.5,1.1,135.52,21.560000000000002,mJy/beam,146848.46859520106,8000.0,14.1,2.6,,500.0,WISE Catalog,Lockman (1989),NRAO 140',F,4.089052406036712,4.824090090090086,10.312058058058048,7.578195195195189,117.10136057515231,,,0
G021.931+00.104,21.9312,0.104223,76.295,82.2,0.2,6.68,0.08000000000000002,mJy/beam,6893.719775719162,8000.0,27.1,0.6,,500.0,WISE Catalog,Anderson et al. (2011),GBT,,4.009493544581691,4.967890890890887,10.181132132132124,7.575252252252246,117.77712541064852,,,0
G022.090-00.117,22.0907,-0.116588,942.242,83.4,1.4,123.2,12.936000000000002,mJy/beam,146848.46859520106,8000.0,28.4,3.4,,500.0,WISE Catalog,Lockman  Pisano  & Howard (1996),NRAO 140',,4.012333602260611,5.014566566566562,10.146008008008,7.559259259259252,116.79957088779295,,,0
G022.413-00.335,22.4136,-0.334084,251.342,80.8,0.7,240.24,19.712000000000003,mJy/beam,146848.46859520106,8000.0,18.5,1.8,,500.0,WISE Catalog,Lockman  Pisano  & Howard (1996),NRAO 140',,4.104544080316816,4.885724724724721,10.237702702702693,7.55029729729729,116.16072305805565,,,0
G022.478-00.015,22.478,-0.0144997,660.571,87.8,1.1,209.44000000000003,32.648,mJy/beam,146848.46859520106,8000.0,15.2,2.7,,500.0,WISE Catalog,Lockman (1989),NRAO 140',,3.886022193138981,5.189797797797794,9.887960960960951,7.547544544544538,117.53224637943497,0.231,"L. Moscadelli et al. (2019, in preparation)",0
G022.724-00.010,22.724,-0.00999999,42.5,38.9,0.1,10.36,0.10400000000000001,mJy/beam,6893.719775719162,8000.0,27.4,0.3,,500.0,WISE Catalog,Anderson et al. (2011),GBT,F,5.783970981905008,2.6866786786786765,12.373678678678669,7.5359069069069005,116.85878554265105,,,0
G022.730-00.239,22.73,-0.239,58.5352,71.1,0.1,18.28,0.2,mJy/beam,6893.719775719162,8000.0,21.9,0.3,,500.0,WISE Catalog,Anderson et al. (2011),GBT,,4.434018297199919,4.411811811811807,10.64582882882882,7.5349489489489425,115.75554263410943,,,0
G022.757-00.246,22.7574,-0.246,71.0286,106.7,0.1,30.8,0.2,mJy/beam,6893.719775719162,8000.0,19.6,0.2,,500.0,WISE Catalog,Anderson et al. (2011),GBT,,3.4180588692386715,6.183621621621616,8.867054054054046,7.531625625625619,117.3862028406641,,,0
G022.761-00.492,22.7616,-0.49193,157.917,74.8,0.6,326.48,18.48,mJy/beam,146848.46859520106,8000.0,22.6,1.5,,500.0,WISE Catalog,Lockman (1989),NRAO 140',N,4.355399096668404,4.523400400400396,10.528431431431422,7.525894894894888,116.40534766770354,,,0
G022.780-00.401,22.78,-0.400528,99.6035,70.0,0.1,29.560000000000002,0.32000000000000006,mJy/beam,6893.719775719162,8000.0,21.8,0.3,,500.0,WISE Catalog,Anderson et al. (2011),GBT,F,4.4650491797255585,4.350021021021018,10.685104104104095,7.534678678678672,115.62414621313278,,,0
G022.879+00.645,22.8795,0.645231,422.974,31.0,0.3,3.5200000000000005,0.11599999999999999,mJy/beam,6893.719775719162,8000.0,17.3,0.7,,500.0,WISE Catalog,Anderson et al. (2015b),GBT,N,6.155514060350761,2.2603843843843823,12.802738738738727,7.5241501501501435,116.1138181053947,,,0
G022.952-00.317,22.9527,-0.316969,43.0698,70.9,1.2,308.0,29.568,mJy/beam,146848.46859520106,8000.0,25.1,2.8,,500.0,WISE Catalog,Lockman (1989),NRAO 140',N,4.49187868892719,4.372739739739736,10.705821821821813,7.521189189189182,114.39926186580696,,,0
G022.988-00.360,22.9886,-0.359152,151.721,74.1,0.8,295.68,22.792,mJy/beam,146848.46859520106,8000.0,21.7,2.1,,500.0,WISE Catalog,Lockman (1989),NRAO 140',N,4.357872098424967,4.540181181181177,10.465471471471464,7.52514714714714,115.68058262255967,,,0
G023.041-00.399,23.0416,-0.398886,151.849,76.0,0.1,52.28,0.528,mJy/beam,6893.719775719162,8000.0,17.9,0.2,,500.0,WISE Catalog,Anderson et al. (2011),GBT,N,4.302895966003419,4.634366366366362,10.439513513513505,7.517385385385379,116.18871673958743,0.205,"Brunthaler et al. (2009);A. Bartkiewicz et al.(2019, in preparation)",0
G023.097+00.527,23.0971,0.527466,394.406,29.5,1.0,104.72000000000001,7.392,mJy/beam,146848.46859520106,8000.0,28.0,2.2,,500.0,WISE Catalog,Lockman (1989),NRAO 140',N,6.277295493388265,2.112016016016014,12.87708108108107,7.513173173173167,116.37141852810882,,,0
G023.156-00.264,23.1567,-0.263217,127.18,71.7,0.1,26.04,0.30000000000000004,mJy/beam,6893.719775719162,8000.0,21.4,0.3,,500.0,WISE Catalog,Anderson et al. (2011),GBT,,4.468489748138755,4.3742422422422385,10.614153153153143,7.510324324324317,115.72671282594524,,,0
G023.249-00.312,23.2495,-0.311598,160.946,73.1,0.1,50.96000000000001,0.27999999999999997,mJy/beam,6893.719775719162,8000.0,17.3,0.2,,500.0,WISE Catalog,Anderson et al. (2011),GBT,,4.443288568977731,4.43908408408408,10.559176176176166,7.5061061061061,116.38037496638557,,,0
G023.276+00.314,23.2769,0.314305,147.648,108.8,1.5,240.24,17.248,mJy/beam,146848.46859520106,8000.0,22.6,2.1,,500.0,WISE Catalog,Lockman (1989),NRAO 140',N,3.3911538384739153,6.419960960960955,8.591022022022015,7.5026066066066,115.9334118276249,,,0
G023.376+00.452,23.376,0.452,102.247,104.2,0.2,12.92,0.252,mJy/beam,6893.719775719162,8000.0,23.6,0.6,,500.0,WISE Catalog,Anderson et al. (2011),GBT,,3.542714164398986,6.044359359359354,8.955143143143134,7.499433433433427,116.42145970977519,,,0
G023.389-00.148,23.389,-0.148,157.316,98.5,0.1,56.160000000000004,0.32000000000000006,mJy/beam,6893.719775719162,8000.0,19.2,0.1,,500.0,WISE Catalog,Anderson et al. (2011),GBT,,3.6716931473343393,5.727369369369365,9.248261261261254,7.50121621621621,116.33739303648174,,,0
G023.423-00.216,23.424,-0.215376,96.7942,102.14,0.1,744.6869149248693,3.472633282033069,mJy/beam,41770.0,8000.0,24.33,0.15,5850.0,49.5,Balser+2015,"Quireza et al. (2006a), Balser et al. (2015)",NRAO 140 Foot,N,3.5694915260841342,5.931352352352347,9.004834834834826,7.494279279279272,115.19895478387312,,,0
G023.456+01.583,23.4569,1.58318,169.23,35.2,0.2,1.8800000000000001,0.064,mJy/beam,6893.719775719162,8000.0,13.9,0.6,,500.0,WISE Catalog,Anderson et al. (2015b),GBT,,5.965245940656607,2.484284284284282,12.488955955955944,7.495201201201194,115.86182042225424,,,0
G023.458+00.066,23.4583,0.0663122,42.5,90.6,0.1,29.28,0.27999999999999997,mJy/beam,6893.719775719162,8000.0,15.8,0.2,,500.0,WISE Catalog,Anderson et al. (2015b),GBT,,3.904274170701872,5.341250250250246,9.677954954954947,7.4889459459459395,114.82272977542368,,,0
G023.513-00.244,23.513,-0.244,42.5,81.4,0.1,18.040000000000003,0.24,mJy/beam,6893.719775719162,8000.0,15.3,0.3,,500.0,WISE Catalog,Anderson et al. (2011),GBT,,4.222332570844069,4.787639639639635,10.173621621621614,7.489660660660654,115.39254163732326,,,0
G023.568+01.582,23.5687,1.58238,117.348,40.9,0.1,16.680000000000003,0.1,mJy/beam,6893.719775719162,8000.0,20.6,0.2,,500.0,WISE Catalog,Anderson et al. (2015b),GBT,,5.736582088287415,2.770510510510508,12.21839139139138,7.487509509509503,115.94139278435523,,,0
G023.572-00.020,23.5722,-0.0193956,351.72,91.3,0.8,363.44000000000005,19.712000000000003,mJy/beam,146848.46859520106,8000.0,27.9,1.9,,500.0,WISE Catalog,Lockman (1989),NRAO 140',N,3.9097134905068742,5.275162162162157,9.656370370370363,7.485404404404398,115.91606703753546,,,0
G023.581-00.400,23.5815,-0.399713,365.285,90.1,1.2,197.12,16.632,mJy/beam,146848.46859520106,8000.0,29.0,2.8,,500.0,WISE Catalog,Lockman (1989),NRAO 140',N,3.944479142019209,5.28756456456456,9.711833833833825,7.48439639639639,116.16657347333509,,,0
G023.585+00.029,23.585,0.029,42.5,92.2,0.1,42.0,0.22000000000000003,mJy/beam,6893.719775719162,8000.0,24.7,0.2,,500.0,WISE Catalog,Anderson et al. (2011),GBT,N,3.8654706156929777,5.3941051051051,9.56091891891891,7.483277277277271,114.90893947091088,,,0
G023.601-00.203,23.6011,-0.202446,72.7903,82.7,0.3,8.4,0.16000000000000003,mJy/beam,6893.719775719162,8000.0,28.2,1.2,,500.0,WISE Catalog,Anderson et al. (2011),GBT,,4.177899242167928,4.87817417417417,10.08988888888888,7.489513513513507,115.81341098165075,,,0
G023.661-00.252,23.661,-0.252,56.5936,66.2,0.1,19.44,0.18400000000000002,mJy/beam,6893.719775719162,8000.0,20.7,0.2,,500.0,WISE Catalog,Anderson et al. (2011),GBT,F,4.71224580822466,4.064549549549546,10.87496896896896,7.479560560560554,116.09566384553878,,,0
G023.689+00.377,23.6894,0.377096,697.218,85.9,1.7,190.96000000000004,25.872000000000003,mJy/beam,146848.46859520106,8000.0,25.6,4.3,,500.0,WISE Catalog,Lockman  Pisano  & Howard (1996),NRAO 140',,4.076700268779288,4.997751751751748,9.938001001000993,7.47914614614614,115.76751087445024,,,0
G023.705+00.165,23.7058,0.16578,46.1985,104.3,0.2,218.34120000000004,2.7104,mJy/beam,36712.117148800266,8000.0,26.8,0.4,,500.0,WISE Catalog,Quireza et al. (2006),NRAO 140',N,3.583551301288765,6.04674574574574,8.940229229229221,7.482374374374368,115.40424346832631,,,0
G023.708+00.174,23.708,0.174261,171.945,104.3,0.2,218.34120000000004,2.7104,mJy/beam,36712.117148800266,8000.0,26.8,0.4,,500.0,WISE Catalog,Quireza et al. (2006),NRAO 140',T,3.5721394826540456,6.029144144144139,8.92922822822822,7.477893893893887,115.57755143376733,,,0
G023.713+00.175,23.7134,0.175603,44.7924,104.35,0.16,248.6615892558831,3.08678513958495,mJy/beam,41770.0,8000.0,26.83,0.39,6156.0,99.0,Balser+2015,"Quireza et al. (2006a), Balser et al. (2015)",NRAO 140 Foot,T,3.5826065279779478,6.027204204204199,8.939720720720713,7.479456456456449,116.52153204623309,,,0
G023.737-00.021,23.7372,-0.0203694,55.716,3.0,0.1,7.0,0.08000000000000002,mJy/beam,6893.719775719162,8000.0,22.1,0.3,,500.0,WISE Catalog,Anderson et al. (2011),GBT,,8.012741881875982,0.18448648648648638,14.790443443443431,7.473250250250244,115.78703904666575,,,0
G023.740-00.182,23.7409,-0.181615,36.9918,72.0,0.6,9.4,0.24,mJy/beam,6893.719775719162,8000.0,27.9,1.0,,500.0,WISE Catalog,Anderson et al. (2015b),GBT,,4.507409500568888,4.403558558558554,10.570684684684675,7.4747777777777715,116.29352469768759,,,0
G023.787+00.223,23.7872,0.223593,189.714,107.4,1.7,234.08000000000004,36.34400000000001,mJy/beam,146848.46859520106,8000.0,22.1,3.9,,500.0,WISE Catalog,Lockman (1989),NRAO 140',F,3.517050158586763,6.234129129129124,8.730781781781774,7.474949949949943,115.97618254758876,,,0
G023.840+00.099,23.84,0.0993617,53.3301,41.9,0.3,13.32,0.36000000000000004,mJy/beam,6893.719775719162,8000.0,23.6,0.8,,500.0,WISE Catalog,Anderson et al. (2011),GBT,,5.708502804032156,2.8124504504504477,12.128829829829819,7.46996696696696,115.61307534287644,,,0
G023.872-00.119,23.8727,-0.119,60.0,73.8,0.9,227.92000000000004,14.168,mJy/beam,146848.46859520106,8000.0,28.9,2.1,,500.0,WISE Catalog,Lockman (1989),NRAO 140',F,4.466811672250344,4.453073073073069,10.473852852852843,7.4658068068068,114.92351155999019,,,0
G023.897+00.064,23.8975,0.0642569,25.828,38.4,0.1,19.6,0.12,mJy/beam,6893.719775719162,8000.0,24.5,0.3,,500.0,WISE Catalog,Anderson et al. (2015a),GBT,F,5.892677162517739,2.601405405405403,12.358372372372362,7.467452452452446,115.60368855825713,,,0
G023.907+00.074,23.9075,0.0741889,49.0709,38.4,0.1,19.6,0.12,mJy/beam,6893.719775719162,8000.0,24.5,0.3,,500.0,WISE Catalog,Anderson et al. (2015a),GBT,F,5.824068011211314,2.6354804804804783,12.264972972972963,7.467043043043036,115.12343417788824,,,0
G023.957+00.149,23.9576,0.149147,97.3835,78.9,0.9,480.48,28.952000000000005,mJy/beam,146848.46859520106,8000.0,28.1,2.2,,500.0,WISE Catalog,Lockman (1989),NRAO 140',N,4.319558012778616,4.691262262262258,10.233592592592583,7.461352352352345,115.61858336017829,,,0
G023.980-00.110,23.9808,-0.109682,47.9307,75.8,1.8,80.08000000000001,5.5440000000000005,mJy/beam,146848.46859520106,8000.0,50.3,4.3,,500.0,WISE Catalog,Lockman  Pisano  & Howard (1996),NRAO 140',F,4.411711481001118,4.558657657657654,10.368246246246237,7.465148148148142,115.88569565246162,,,0
G023.987-00.090,23.9872,-0.0890808,29.1612,75.8,1.8,80.08000000000001,5.5440000000000005,mJy/beam,146848.46859520106,8000.0,50.3,4.3,,500.0,WISE Catalog,Lockman  Pisano  & Howard (1996),NRAO 140',,4.407928519855124,4.549816816816813,10.359090090090081,7.460609609609603,115.55284362383253,,,0
G024.003-00.103,24.0032,-0.102227,53.2754,75.8,1.8,80.08000000000001,5.5440000000000005,mJy/beam,146848.46859520106,8000.0,50.3,4.3,,500.0,WISE Catalog,Lockman  Pisano  & Howard (1996),NRAO 140',,4.431981543399673,4.542888888888885,10.396907907907899,7.463569569569563,116.41352219586791,,,0
G024.020+00.190,24.0203,0.190629,42.5002,104.5,0.3,6.440000000000001,0.16000000000000003,mJy/beam,6893.719775719162,8000.0,25.8,0.8,,500.0,WISE Catalog,Anderson et al. (2015b),GBT,,3.584651777967215,6.004641641641636,8.851027027027019,7.461488488488482,114.86098692592772,,,0
G024.126-00.066,24.1263,-0.0657772,119.443,86.9,1.4,190.96000000000004,24.024,mJy/beam,146848.46859520106,8000.0,22.8,3.3,,500.0,WISE Catalog,Lockman (1989),NRAO 140',F,4.090632375182684,5.0880080080080035,9.824321321321312,7.4514634634634564,114.93841148283428,,,0
G024.138+00.123,24.1382,0.123082,88.5122,114.5,1.5,141.68,15.4,mJy/beam,146848.46859520106,8000.0,28.2,3.5,,500.0,WISE Catalog,Lockman (1989),NRAO 140',F,3.3937076315556145,6.734474474474469,8.171419419419411,7.4537727727727665,115.36068849518769,,,0
G024.139+00.432,24.1394,0.432299,161.442,98.4,1.7,110.88,12.32,mJy/beam,146848.46859520106,8000.0,30.4,4.0,,500.0,WISE Catalog,Lockman  Pisano  & Howard (1996),NRAO 140',N,3.7708382394887745,5.680339339339334,9.219999999999992,7.4560720720720655,115.66856439205394,,,0
G024.185+00.211,24.185,0.21156,178.071,111.9,0.6,283.36,25.872000000000003,mJy/beam,146848.46859520106,8000.0,13.5,1.4,,500.0,WISE Catalog,Lockman (1989),NRAO 140',F,3.422731146563178,6.491079079079073,8.424930930930923,7.4522972972972905,115.07085681012082,,,0
G024.187-00.037,24.1877,-0.0365117,72.9265,85.1,0.1,14.16,0.18400000000000002,mJy/beam,6893.719775719162,8000.0,18.1,0.3,,500.0,WISE Catalog,Anderson et al. (2015b),GBT,,4.147294191392729,4.982117117117113,9.951114114114105,7.447079079079073,114.66405659614178,,,0
G024.195+00.242,24.1958,0.242852,37.5234,33.0,1.8,3.0660376134745513,0.4535558599814425,mJy/beam,391.26,8000.0,24.28,4.78,6692.0,1465.4,VLA Te,Wenger et al. (2019),JVLA,,,,,,,,,0
G024.217-00.044,24.217,-0.0436244,60.0,82.0,2.4,147.84,20.944000000000003,mJy/beam,146848.46859520106,8000.0,34.8,5.9,,500.0,WISE Catalog,Lockman (1989),NRAO 140',F,4.260586997875516,4.79932432432432,10.08346846846846,7.451708708708702,115.43266685543234,,,0
G024.280-00.145,24.2802,-0.14407,192.098,56.8,0.1,28.0,0.2,mJy/beam,6893.719775719162,8000.0,17.5,0.1,,500.0,WISE Catalog,Anderson et al. (2015a),GBT,,5.1078802219735415,3.602482482482479,11.298837837837828,7.447583583583577,115.25074190092543,,,0
G024.347+00.088,24.3476,0.0887131,248.986,110.0,1.2,579.0400000000001,36.96,mJy/beam,146848.46859520106,8000.0,20.5,1.7,,500.0,WISE Catalog,Lockman (1989),NRAO 140',F,3.4960405565770944,6.316893893893889,8.536414414414407,7.443828828828822,114.53441301921288,,,0
G024.397-00.191,24.3976,-0.190407,47.8719,54.7,0.7,4.760000000000001,0.24,mJy/beam,6893.719775719162,8000.0,27.9,1.7,,500.0,WISE Catalog,Anderson et al. (2015a),GBT,,5.176890144236912,3.5058888888888857,11.399081081081071,7.434800800800795,114.63779894228841,,,0
G024.456+00.489,24.4566,0.489125,114.137,100.1,0.1,433.57160000000005,2.5256000000000003,mJy/beam,36712.117148800266,8000.0,29.2,0.5,,500.0,WISE Catalog,Quireza et al. (2006),NRAO 140',N,3.732796577493809,5.801740740740735,9.123522522522515,7.436415415415409,114.40740062353427,,,0
G024.493-00.219,24.4938,-0.218689,295.976,98.5,2.9,184.8,30.8,mJy/beam,146848.46859520106,8000.0,20.7,4.0,,500.0,WISE Catalog,Lockman (1989),NRAO 140',F,3.80713337843353,5.658339339339334,9.194184184184175,7.434495495495488,115.12286408188265,,,0
