gname,glong,glat,radius,vlsr,e_vlsr,line,e_line,line_unit,beam_area,line_freq,fwhm,e_fwhm,te,e_te,source,author,telescope,kdar,Rgal,near,far,tangent,vlsr_tangent,plx,dist_author,te_priority
G338.075+00.016,338.075,0.0160006,75.1239,-37.3,0.1,192.8732329852654,1.8693992240459771,mJy/beam,12487.06,8000.0,29.06,0.33,6337.2,82.1,SHRDS Full Catalog,Wenger et al. (2021),ATCA,F,5.804188080622646,2.62824224224224,12.521157157157147,7.577067067067061,-117.47160756272514,,,0
G338.106+00.020,338.106,0.0203972,50.4521,-44.4,0.2,41.81128435301584,1.010356214974428,mJy/beam,5605.42,8000.0,16.82,0.47,5244.5,171.1,SHRDS Full Catalog,Wenger et al. (2021),ATCA,F,5.435288202262603,3.076767767767765,12.082447447447437,7.573984984984978,-117.04445516550655,,,0
G338.114-00.193,338.114,-0.192927,271.527,-53.0,2.5,457.6,20.8,mJy/beam,65265.98604231159,8000.0,19.0,1.5,,500.0,WISE Catalog,Caswell & Haynes (1987),Parkes,F,5.064858448215462,3.526065065065062,11.629660660660651,7.577972972972966,-116.85681294569852,,,0
G338.263-00.364,338.263,-0.363325,35.2618,-13.4,0.6,10.734018458967515,0.7910557821234563,mJy/beam,3823.38,8000.0,16.68,1.43,8170.4,811.7,SHRDS Full Catalog,Wenger et al. (2021),ATCA,,7.21043291092307,1.0496996996996988,14.151618618618606,7.5865135135135064,-117.14124375758571,,,0
G338.271-00.293,338.271,-0.292726,25.8615,-15.3,0.7,24.897037041865975,2.416608748221862,mJy/beam,11421.17,8000.0,15.1,1.7,6294.0,822.0,SHRDS Full Catalog,Wenger et al. (2021),ATCA,,7.133282939376768,1.133003003003002,14.054735735735724,7.584721721721715,-117.66606911981742,,,0
G338.289-00.373,338.289,-0.37207,59.1132,-8.4,0.4,20.736813556772812,0.8575374027236877,mJy/beam,11421.17,8000.0,21.82,1.04,7242.3,400.4,SHRDS Full Catalog,Wenger et al. (2021),ATCA,,7.573375344634752,0.6240740740740736,14.517820820820807,7.5837067067067,-117.62472745304126,,,0
G338.350+00.221,338.35,0.221334,412.646,-29.0,2.5,873.6,20.8,mJy/beam,65265.98604231159,8000.0,31.0,1.5,,500.0,WISE Catalog,Caswell & Haynes (1987),Parkes,F,6.249831173035934,2.105875875875874,13.057937937937927,7.596765765765759,-117.68389913389872,,,0
G338.360-00.095,338.36,-0.094065,94.2434,-39.1,0.2,38.391172584168714,0.8798224748307479,mJy/beam,6415.38,8000.0,21.15,0.56,9223.7,283.3,SHRDS Full Catalog,Wenger et al. (2021),ATCA,F,5.674405757687989,2.7693373373373347,12.390783783783775,7.589322322322316,-117.53619683762848,,,0
G338.364-00.020,338.364,-0.0197939,54.0303,-56.8,0.2,89.26326620898027,2.280916075968775,mJy/beam,13127.42,8000.0,19.61,0.58,6078.6,208.8,SHRDS Full Catalog,Wenger et al. (2021),ATCA,F,4.919607510971499,3.6929199199199165,11.48645945945945,7.590405405405399,-117.40511625997021,,,0
G338.374-00.152,338.374,-0.151522,34.3742,6.4,0.8,20.000858183461872,1.1948917312590936,mJy/beam,11778.5,8000.0,26.52,1.87,9828.4,793.9,SHRDS Full Catalog,Wenger et al. (2021),ATCA,F,8.954068534745524,0.03074074074074072,16.028846846846832,7.595405405405399,-116.7375190461788,,,0
G338.405-00.203,338.405,-0.2029,63.4852,0.2,0.1,177.11028041815354,1.551031867508615,mJy/beam,8026.82,8000.0,33.67,0.34,7696.8,89.8,SHRDS Full Catalog,Wenger et al. (2021),ATCA,F,8.342033730307637,0.018888888888888882,15.362361361361348,7.591699699699693,-118.04844529623563,,,0
G338.430+00.048,338.43,0.0482675,346.555,-45.3,1.0,193.70694086009289,15.738590970586166,mJy/beam,11437.18,8000.0,26.08,2.45,5792.4,629.8,SHRDS Full Catalog,Wenger et al. (2021),ATCA,F,5.405344175060008,3.075763763763761,12.091144144144135,7.594519519519513,-117.34962079478586,,,0
G338.462-00.262,338.462,-0.261679,138.65,-57.3,0.1,94.4060917003775,1.1287055721381738,mJy/beam,13127.42,8000.0,22.19,0.31,5368.4,86.2,SHRDS Full Catalog,Wenger et al. (2021),ATCA,F,4.81897939662272,3.794400400400397,11.397485485485475,7.598285285285279,-117.1412726046116,,,0
G338.565-00.151,338.565,-0.15004,155.016,-114.4,0.2,53.0969710580876,0.9702740563632261,mJy/beam,13127.42,8000.0,24.4,0.51,5052.0,124.3,SHRDS Full Catalog,Wenger et al. (2021),ATCA,T,3.047075174634584,6.705320320320315,8.476495495495488,7.602018018018011,-117.4671457241455,,,0
G338.576+00.020,338.576,0.0202697,135.108,-24.2,0.1,127.0558621666728,1.583204524494467,mJy/beam,13127.42,8000.0,21.73,0.31,5117.3,85.4,SHRDS Full Catalog,Wenger et al. (2021),ATCA,F,6.464620699914943,1.8529499499499482,13.397524524524513,7.606710710710704,-118.0048617295674,,,0
G338.706+00.645,338.706,0.645931,181.857,-59.8,0.1,97.70079576001007,1.70502366603899,mJy/beam,12096.79,8000.0,17.49,0.35,4669.3,109.6,SHRDS Full Catalog,Wenger et al. (2021),ATCA,N,4.755252724199143,3.8969439439439406,11.325216216216207,7.609296296296289,-118.88543804644297,,,0
G338.816+00.403,338.816,0.4032,135.035,-61.5,1.4,6.826286700325346,1.0490284684241622,mJy/beam,8251.1,8000.0,18.43,3.33,3591.7,758.8,SHRDS Full Catalog,Wenger et al. (2021),ATCA,N,4.647280334648724,4.019937937937934,11.230351351351342,7.614099099099093,-117.21251844809532,,,0
G338.837-00.318,338.837,-0.317935,118.207,-122.6,0.3,28.356432543237407,0.9355514454320891,mJy/beam,11370.42,8000.0,19.5,0.75,5038.0,225.3,SHRDS Full Catalog,Wenger et al. (2021),ATCA,N,2.9755928422180116,7.067423423423417,8.145490490490483,7.616891891891885,-116.32546382642812,,,0
G338.851+00.405,338.851,0.405912,18.2115,-50.2,0.9,7.55520059284076,0.7204457277991189,mJy/beam,1018.01,8000.0,20.32,2.24,4415.8,581.8,SHRDS Full Catalog,Wenger et al. (2021),ATCA,N,5.057967517204338,3.525953953953951,11.745471471471461,7.616729729729723,-118.1479808558845,,,0
G338.861+00.597,338.861,0.597341,460.326,-67.0,0.1,44.1586566004467,0.8948450236213868,mJy/beam,12096.79,8000.0,14.59,0.34,4491.0,123.5,SHRDS Full Catalog,Wenger et al. (2021),ATCA,N,4.437561902038498,4.305272272272268,10.945870870870861,7.624081081081075,-117.67728557861327,,,0
G338.883+00.537,338.883,0.537402,82.6754,-61.7,0.3,19.841916001592608,0.6040556823780675,mJy/beam,12096.79,8000.0,21.09,0.73,4963.0,201.7,SHRDS Full Catalog,Wenger et al. (2021),ATCA,N,4.688437077626388,3.9441421421421383,11.266297297297287,7.613993993993987,-117.6838321285585,,,0
G338.901+00.348,338.901,0.348569,67.9479,-27.3,1.4,10.657120284997841,2.7940587566684885,mJy/beam,4975.74,8000.0,11.02,3.34,5993.0,2117.2,SHRDS Full Catalog,Wenger et al. (2021),ATCA,,6.2787997671401765,2.0664214214214196,13.158192192192182,7.611435435435428,-117.23884207614472,,,0
G338.911+00.615,338.911,0.615861,226.249,-65.9,0.1,158.38675509606895,1.847684807876641,mJy/beam,12096.79,8000.0,20.97,0.28,5289.6,83.0,SHRDS Full Catalog,Wenger et al. (2021),ATCA,N,4.6680920363204255,3.9923823823823787,11.247972972972963,7.624483483483477,-116.95271172981587,,,0
G338.917+00.382,338.917,0.382527,23.2215,-25.4,0.3,32.786311175673276,0.7307142790340042,mJy/beam,2060.37,8000.0,26.44,0.68,7488.3,221.7,SHRDS Full Catalog,Wenger et al. (2021),ATCA,F,6.384653898900676,1.9473073073073057,13.267479479479467,7.621720720720714,-117.27043354104211,,,0
G338.926+00.392,338.926,0.392292,80.9004,-26.2,0.2,74.71352341997044,1.4471269512254659,mJy/beam,12096.79,8000.0,23.58,0.53,6487.9,167.9,SHRDS Full Catalog,Wenger et al. (2021),ATCA,F,6.338484188021516,2.020860860860859,13.246108108108096,7.62321621621621,-117.82943399867573,,,0
G338.934-00.067,338.934,-0.0668686,241.134,-45.2,0.2,143.05786721915695,2.789965130703128,mJy/beam,7288.06,8000.0,23.33,0.53,5622.5,146.8,SHRDS Full Catalog,Wenger et al. (2021),ATCA,,5.406609784939126,3.101876876876874,12.17571871871871,7.6215625625625565,-117.2125885238177,,,0
G339.089+00.713,339.089,0.713704,189.14,-59.7,0.2,6.799999999999999,0.12,mJy/beam,36712.117148800266,8000.0,18.5,0.4,,500.0,WISE Catalog,Anderson et al. (2017),GBT,N,4.733120624796293,3.9283933933933897,11.36199999999999,7.633820820820814,-117.65967704782753,,,0
G339.103+00.008,339.103,0.008665,110.443,-103.6,1.4,9.78379484105886,1.6519758304929228,mJy/beam,7998.54,8000.0,17.43,3.47,4341.0,1007.9,SHRDS Full Catalog,Wenger et al. (2021),ATCA,N,3.2836653454905416,6.08065465465465,9.168312312312304,7.6261081081081015,-117.1464806098858,,,0
G339.106+00.152,339.106,0.152114,52.9068,-88.0,0.2,38.847426890613164,0.7825934743485479,mJy/beam,14375.95,8000.0,21.4,0.5,5512.7,149.6,SHRDS Full Catalog,Wenger et al. (2021),ATCA,N,3.7396103881404605,5.283309309309304,9.976912912912905,7.631639639639633,-118.59816149543747,,,0
G339.109-00.233,339.109,-0.232072,261.01,-120.0,2.5,332.8,20.8,mJy/beam,65265.98604231159,8000.0,15.0,1.5,,500.0,WISE Catalog,Caswell & Haynes (1987),Parkes,,2.9468857252503797,7.039128128128122,8.276431431431424,7.628111111111105,-117.74716695288265,,,0
G339.134-00.377,339.134,-0.376726,257.907,-37.0,2.5,247.52000000000004,20.8,mJy/beam,65265.98604231159,8000.0,22.0,1.5,,500.0,WISE Catalog,Caswell & Haynes (1987),Parkes,N,5.715656860186926,2.710390390390388,12.558900900900891,7.6303953953953885,-117.49384733084597,,,0
G339.216+00.263,339.216,0.263136,52.8,-79.0,1.4,3.470243147417913,0.5804321278599356,mJy/beam,2664.53,8000.0,17.32,3.39,5250.6,1197.2,SHRDS Full Catalog,Wenger et al. (2021),ATCA,N,3.9681826521988093,4.932540540540536,10.352992992992984,7.634774774774768,-117.9014516266934,,,0
G339.233+00.243,339.233,0.243787,484.344,-71.2,0.3,20.13369844009011,0.6978979838618548,mJy/beam,2542.48,8000.0,20.07,0.82,4453.8,212.3,SHRDS Full Catalog,Wenger et al. (2021),ATCA,,,,,,,,,0
G339.240+00.008,339.24,0.00832556,35.4038,-103.7,1.4,5.710259718256211,0.9320465242608278,mJy/beam,1588.9,8000.0,18.15,3.53,5801.7,1299.0,SHRDS Full Catalog,Wenger et al. (2021),ATCA,N,3.2246124333613673,6.152442442442437,9.087615615615608,7.63717617617617,-117.67467504426403,,,0
G339.275-00.607,339.275,-0.606375,117.646,-39.5,0.3,26.395949714150884,0.8697616980199492,mJy/beam,11345.95,8000.0,19.52,0.74,5262.9,233.8,SHRDS Full Catalog,Wenger et al. (2021),ATCA,N,5.565218581497219,2.884540540540538,12.395459459459449,7.638018018018012,-117.58001730100051,,,0
G339.478+00.181,339.478,0.181903,72.9955,-84.6,0.1,42.239828938879626,0.6041029937977738,mJy/beam,10035.39,8000.0,20.32,0.34,5432.2,105.0,SHRDS Full Catalog,Wenger et al. (2021),ATCA,F,3.775074661443116,5.181277277277273,10.103216216216207,7.647522522522516,-117.9492214835918,,,0
G339.486+00.087,339.486,0.0873403,88.0352,-115.9,0.2,52.85708660697872,1.180200880085576,mJy/beam,14453.13,8000.0,21.05,0.54,5718.4,172.0,SHRDS Full Catalog,Wenger et al. (2021),ATCA,T,2.9117546933747613,6.84674574574574,8.391018018018011,7.648823823823817,-117.89294140459938,,,0
G339.553-00.401,339.553,-0.400819,191.03,-50.6,0.7,15.559607687932365,0.5692539398024036,mJy/beam,2354.2,8000.0,39.88,1.7,8452.0,415.4,SHRDS Full Catalog,Wenger et al. (2021),ATCA,N,4.9868797706355545,3.539050050050047,11.742304304304295,7.6553063063063,-118.19411319594704,,,0
G339.556+00.282,339.556,0.282132,82.9398,-43.5,0.2,45.521974971936224,0.9036955031465859,mJy/beam,14453.13,8000.0,21.78,0.5,6226.0,164.3,SHRDS Full Catalog,Wenger et al. (2021),ATCA,F,5.38254067112368,3.0962922922922895,12.208522522522511,7.653569569569563,-118.26906511980066,,,0
G339.584+00.084,339.584,0.0849345,98.6827,-114.3,0.1,41.66714873557001,0.6218977423219405,mJy/beam,4926.9,8000.0,19.72,0.34,5519.4,112.9,SHRDS Full Catalog,Wenger et al. (2021),ATCA,T,2.9108506562075487,6.707177177177171,8.623924924924918,7.658196196196189,-116.47359807839602,,,0
G339.585-00.104,339.585,-0.103519,300.961,-30.0,2.5,287.04,20.8,mJy/beam,65265.98604231159,8000.0,24.0,1.5,,500.0,WISE Catalog,Caswell & Haynes (1987),Parkes,F,6.039789433078932,2.333666666666665,12.980027027027017,7.653444444444438,-118.90403429159632,,,0
G339.676+00.283,339.676,0.283593,57.8705,-96.1,0.5,10.254130553615841,0.6836087035743893,mJy/beam,10035.39,8000.0,16.01,1.24,4983.3,454.1,SHRDS Full Catalog,Wenger et al. (2021),ATCA,N,3.3800498952448246,5.817117117117112,9.530932932932924,7.657879879879873,-118.00580565207196,,,0
G339.716-01.119,339.716,-1.11847,43.3362,-32.6,0.3,14.422326179806754,0.5312298827985247,mJy/beam,5542.58,8000.0,19.38,0.82,5493.1,273.4,SHRDS Full Catalog,Wenger et al. (2021),ATCA,N,5.899516380490381,2.5028538538538516,12.844893893893882,7.664722722722716,-117.64588873113013,,,0
G339.717-01.211,339.717,-1.21076,141.6,-33.2,0.2,28.59809757565008,0.7203839053442442,mJy/beam,8608.59,8000.0,19.88,0.58,5528.8,188.0,SHRDS Full Catalog,Wenger et al. (2021),ATCA,N,5.8624930397784,2.505315315315313,12.801189189189177,7.66196696696696,-118.31119974561511,,,0
G339.723-01.119,339.723,-1.1188,33.9524,-32.0,0.3,12.006368749497103,0.43785221927148743,mJy/beam,1688.69,8000.0,17.52,0.74,6260.3,308.9,SHRDS Full Catalog,Wenger et al. (2021),ATCA,N,5.933118682701453,2.4352162162162143,12.8867107107107,7.657277277277271,-118.07133157150713,,,0
G339.771+00.011,339.771,0.0119186,45.3818,-1.7,2.3,6.137764830516602,1.6491657839004887,mJy/beam,3360.44,8000.0,17.25,6.01,6060.8,2335.1,SHRDS Full Catalog,Wenger et al. (2021),ATCA,N,7.938059629310111,0.3286666666666664,15.087510510510498,7.665366366366359,-118.10542745684627,,,0
G339.781+00.243,339.781,0.243087,119.859,-25.5,1.1,9.91643801021102,1.0660170860976848,mJy/beam,14453.13,8000.0,20.22,2.53,6514.9,945.9,SHRDS Full Catalog,Wenger et al. (2021),ATCA,N,6.234342518252935,2.0867627627627607,13.211195195195184,7.662981981981975,-118.58253550718044,,,0
G339.845+00.299,339.845,0.299702,97.8283,-18.7,0.1,87.47617078621762,1.0852496664187417,mJy/beam,10035.39,8000.0,24.08,0.34,6043.4,100.2,SHRDS Full Catalog,Wenger et al. (2021),ATCA,F,6.738257040830827,1.5636946946946932,13.795417417417406,7.665972972972966,-117.90126067927707,,,0
G339.938-00.581,339.938,-0.580551,145.054,-89.0,2.5,280.8,20.8,mJy/beam,65265.98604231159,8000.0,14.0,1.5,,500.0,WISE Catalog,Caswell & Haynes (1987),Parkes,,3.5537367045680983,5.462242242242238,9.868574574574566,7.6684434434434365,-118.0205582676607,,,0
G339.952+00.052,339.952,0.0527781,82.9766,-122.2,0.3,16.543170629564408,0.5266071396056992,mJy/beam,5645.25,8000.0,20.93,0.77,6265.0,266.9,SHRDS Full Catalog,Wenger et al. (2021),ATCA,N,2.8241018143925194,7.1692372372372315,8.190442442442436,7.669329329329322,-117.30476032630702,,,0
G339.977-00.550,339.977,-0.549442,95.3334,-89.0,2.5,280.8,20.8,mJy/beam,65265.98604231159,8000.0,14.0,1.5,,500.0,WISE Catalog,Caswell & Haynes (1987),Parkes,,3.5398838279816003,5.433988988988984,9.860291291291283,7.670231231231225,-117.52971226909949,,,0
G340.002+00.159,340.002,0.159001,164.852,-33.7,0.1,9.399999999999999,0.09333333333333334,mJy/beam,36712.117148800266,8000.0,28.8,0.3,,500.0,WISE Catalog,Anderson et al. (2017),GBT,,5.854789672759933,2.525168168168166,12.814315315315305,7.669954954954949,-117.70537927752876,,,0
G340.051-00.231,340.051,-0.230994,74.2197,-50.4,0.2,111.55704372721769,2.3402552768263845,mJy/beam,7235.82,8000.0,23.3,0.56,6498.0,181.8,SHRDS Full Catalog,Wenger et al. (2021),ATCA,N,4.981478614829925,3.5415035035035003,11.799554554554543,7.676907907907901,-118.24093518020271,,,0
G340.059-00.138,340.059,-0.137996,105.155,-51.4,0.2,59.95124284137216,1.6238623610034921,mJy/beam,7235.82,8000.0,18.44,0.57,5236.5,189.9,SHRDS Full Catalog,Wenger et al. (2021),ATCA,N,4.926172142068014,3.6067087087087057,11.750763763763754,7.675528528528522,-117.47468672564139,,,0
G340.070+00.927,340.07,0.927681,80.1412,-76.6,0.3,10.16,0.168,mJy/beam,6893.719775719162,8000.0,32.0,0.6,,500.0,WISE Catalog,Anderson et al. (2015b),GBT,,3.950747018038929,4.837579579579575,10.483931931931924,7.681514514514507,-117.66828139132494,,,0
G340.216+00.424,340.216,0.424848,582.183,-62.0,2.5,224.64000000000001,20.8,mJy/beam,65265.98604231159,8000.0,25.0,1.5,,500.0,WISE Catalog,Caswell & Haynes (1987),Parkes,,4.476069465485137,4.16588388388388,11.182702702702693,7.680883883883878,-118.43630786383416,,,0
G340.247-00.373,340.247,-0.372336,35.8616,-72.7,0.2,22.64,0.35600000000000004,mJy/beam,6893.719775719162,8000.0,19.5,0.4,5721.570000000001,500.0,WISE Catalog,Anderson et al. (2015b),GBT,N,4.6603554476770785,3.9031171171171133,11.454290290290281,7.686096096096089,-119.00329604084284,,,0
G340.294-00.193,340.294,-0.192266,230.282,-43.9,0.1,181.78341334765838,2.2784915040258,mJy/beam,7335.3,8000.0,20.51,0.3,5200.3,87.6,SHRDS Full Catalog,Wenger et al. (2021),ATCA,N,5.278571023354251,3.1835285285285257,12.188437437437427,7.683705705705699,-116.47344838305351,,,0
G340.296-00.276,340.296,-0.275135,94.9169,-53.5,0.6,13.841630692450169,1.051963932626213,mJy/beam,5755.31,8000.0,17.16,1.51,6343.6,648.4,SHRDS Full Catalog,Wenger et al. (2021),ATCA,N,5.039134926594885,3.43733333333333,11.902405405405396,7.684789789789783,-118.06349641418117,,,0
G340.678-01.049,340.678,-1.04855,324.384,-36.3,0.2,49.50525254143828,1.8854539542149347,mJy/beam,10437.35,8000.0,12.69,0.56,5368.5,274.8,SHRDS Full Catalog,Wenger et al. (2021),ATCA,N,5.573239328199042,2.8321561561561532,12.575803803803792,7.708006006005999,-117.86083856566755,,,0
G340.730-00.617,340.73,-0.616509,150.406,-44.1,0.1,10.2,0.11333333333333334,mJy/beam,36712.117148800266,8000.0,13.9,0.2,,500.0,WISE Catalog,Anderson et al. (2017),GBT,,5.2138861453975744,3.25915315315315,12.19075975975975,7.710317317317311,-118.74230238896146,,,0
G340.780-01.022,340.78,-1.02197,128.216,-27.3,0.1,764.1828271040683,5.317409971009723,mJy/beam,10437.35,8000.0,27.44,0.22,5968.8,55.4,SHRDS Full Catalog,Wenger et al. (2021),ATCA,N,6.122460246464909,2.2205355355355336,13.21857057057056,7.711633633633626,-117.3655570120789,,,0
G340.850-01.022,340.85,-1.02109,211.544,-21.7,0.1,300.26614651343453,2.2105483178903156,mJy/beam,10437.35,8000.0,21.5,0.18,5698.3,56.1,SHRDS Full Catalog,Wenger et al. (2021),ATCA,,6.515969589752688,1.7841711711711694,13.680573573573561,7.717455455455449,-117.60744286906518,,,0
G340.910+00.167,340.91,0.16705,131.387,-37.9,0.4,3.7200000000000006,0.192,mJy/beam,6893.719775719162,8000.0,17.1,1.0,,500.0,WISE Catalog,Anderson et al. (2015b),GBT,,5.502346128867931,2.92979279279279,12.5241101101101,7.718084084084078,-118.07054321829605,,,0
G341.090-00.017,341.09,-0.0166258,393.612,-38.0,2.5,197.60000000000002,20.8,mJy/beam,65265.98604231159,8000.0,24.0,1.5,,500.0,WISE Catalog,Caswell & Haynes (1987),Parkes,,5.422967072086095,2.9730900900900874,12.446724724724714,7.722322322322316,-117.90768881762199,,,0
G341.151-00.400,341.151,-0.399421,410.915,-29.2,0.1,31.133333333333333,0.3866666666666666,mJy/beam,36712.117148800266,8000.0,18.9,0.3,,500.0,WISE Catalog,Anderson et al. (2017),GBT,,6.006877339988402,2.363953953953952,13.05137937937937,7.730185185185179,-118.04881014091127,,,0
G341.207-00.232,341.207,-0.231448,58.1148,-42.8,0.1,72.48,0.35600000000000004,mJy/beam,6893.719775719162,8000.0,22.9,0.1,,500.0,WISE Catalog,Anderson et al. (2015b),GBT,N,5.206929529090994,3.2081671671671645,12.227218218218207,7.734729729729723,-117.3980727764797,,,0
G341.283-00.353,341.283,-0.352038,146.072,-38.0,2.5,176.8,20.8,mJy/beam,65265.98604231159,8000.0,26.0,1.5,,500.0,WISE Catalog,Caswell & Haynes (1987),Parkes,,5.448135443334017,2.9643763763763737,12.528585585585574,7.734891891891885,-117.648024909804,,,0
G341.305-00.306,341.305,-0.305897,128.438,-38.0,2.5,176.8,20.8,mJy/beam,65265.98604231159,8000.0,26.0,1.5,,500.0,WISE Catalog,Caswell & Haynes (1987),Parkes,,5.472115749802213,2.919619619619617,12.525163163163151,7.7332452452452385,-116.91565977050263,,,0
G341.358-00.287,341.358,-0.286299,91.8986,-37.7,0.5,5.28,0.22400000000000003,mJy/beam,6893.719775719162,8000.0,22.0,1.1,,500.0,WISE Catalog,Anderson et al. (2015b),GBT,,5.468161262341681,2.914112112112109,12.524333333333322,7.735259259259252,-118.62432542126854,,,0
G341.701+00.050,341.701,0.0506472,59.0718,-16.8,0.1,28.480000000000004,0.196,mJy/beam,6893.719775719162,8000.0,24.3,0.2,,500.0,WISE Catalog,Anderson et al. (2015b),GBT,,6.787546554950265,1.498477477477476,14.029427427427414,7.757465465465459,-117.00974268885201,,,0
G341.962+00.437,341.962,0.43751,131.284,-72.7,0.2,22.64,0.35600000000000004,mJy/beam,6893.719775719162,8000.0,19.5,0.4,5096.88,500.0,WISE Catalog,Anderson et al. (2015b),GBT,,3.8382490753891676,4.85992392392392,10.649491491491482,7.766540540540534,-118.1128909543843,,,0
G341.968+00.224,341.968,0.224829,99.5328,-8.0,2.5,83.2,20.8,mJy/beam,65265.98604231159,8000.0,30.0,1.5,,500.0,WISE Catalog,Caswell & Haynes (1987),Parkes,F,7.45026920229744,0.7415315315315308,14.783366366366355,7.770939939939933,-117.84564229182679,,,0
G341.968-00.580,341.968,-0.579426,151.218,-125.5,0.1,14.733333333333334,0.14666666666666667,mJy/beam,36712.117148800266,8000.0,21.8,0.2,,500.0,WISE Catalog,Anderson et al. (2017),GBT,,2.5460512424870227,7.3535165165165095,8.120267267267261,7.760698698698692,-117.08751556816611,,,0
G341.983-00.446,341.983,-0.445043,170.68,-2.6,0.1,18.733333333333334,0.15999999999999998,mJy/beam,36712.117148800266,8000.0,18.4,0.2,,500.0,WISE Catalog,Anderson et al. (2017),GBT,,7.970040873533608,0.19441441441441423,15.319453453453443,7.765139139139133,-117.5403416451041,,,0
G342.050-00.503,342.05,-0.502506,110.447,-9.6,0.2,11.08,0.192,mJy/beam,6893.719775719162,8000.0,20.0,0.4,,500.0,WISE Catalog,Anderson et al. (2015b),GBT,,7.353200141232277,0.8577167167167161,14.672355355355343,7.77175675675675,-116.51559308310968,,,0
G342.062+00.417,342.062,0.417372,175.006,-68.3,0.1,225.84776965491454,2.221277980964321,mJy/beam,7968.86,8000.0,27.59,0.31,5858.2,77.1,SHRDS Full Catalog,Wenger et al. (2021),ATCA,N,3.9984497483215615,4.645927927927924,10.872011011011002,7.7666846846846775,-117.22179641863218,,,0
G342.277+00.311,342.277,0.311688,332.357,-122.0,2.5,332.8,20.8,mJy/beam,65265.98604231159,8000.0,30.0,1.5,,500.0,WISE Catalog,Caswell & Haynes (1987),Parkes,,2.5127581545282136,7.326177177177171,8.24487687687687,7.784931931931925,-117.604354920958,,,0
G342.354-00.047,342.354,-0.0463258,123.513,-4.3,0.7,53.71219117711343,2.5555373010193567,mJy/beam,8785.65,8000.0,30.03,1.67,7017.4,448.5,SHRDS Full Catalog,Wenger et al. (2021),ATCA,F,7.785688560825659,0.4129209209209206,15.160108108108096,7.786369369369362,-117.99367624230695,,,0
G342.360+00.107,342.36,0.107718,66.7704,-96.3,0.2,11.200000000000001,0.24,mJy/beam,6893.719775719162,8000.0,21.4,0.5,5555.070000000001,500.0,WISE Catalog,Anderson et al. (2015b),GBT,N,3.003669940617842,6.055896896896892,9.486917917917909,7.78009609609609,-116.68339824676757,,,0
G342.388+00.074,342.388,0.0747275,68.9382,-118.5,0.6,10.357976078234419,0.5767782502961162,mJy/beam,5829.96,8000.0,21.64,1.4,6107.4,460.8,SHRDS Full Catalog,Wenger et al. (2021),ATCA,N,2.5134556805035944,7.203083083083077,8.332389389389382,7.782296296296289,-116.26991797689186,,,0
G342.429-00.046,342.429,-0.045085,61.5385,-39.9,0.4,5.36,0.24,mJy/beam,6893.719775719162,8000.0,19.7,1.1,,500.0,WISE Catalog,Anderson et al. (2015b),GBT,,5.210757076990931,3.177837837837835,12.429247247247236,7.789887887887881,-116.96655311265657,,,0
G342.432-00.233,342.432,-0.232188,99.5328,-7.0,0.3,9.16,0.17200000000000001,mJy/beam,6893.719775719162,8000.0,28.6,0.9,,500.0,WISE Catalog,Anderson et al. (2015b),GBT,,7.499251033926257,0.7141791791791786,14.910405405405392,7.787722722722716,-116.89822470842043,,,0
G342.438-00.061,342.438,-0.0600867,43.7984,-3.9,0.7,9.434579986082392,0.6071759396983718,mJy/beam,4232.68,8000.0,23.03,1.72,8285.2,714.5,SHRDS Full Catalog,Wenger et al. (2021),ATCA,N,7.885221209069821,0.32250350350350326,15.31108408408407,7.789834834834828,-116.54638983740985,,,0
G342.903-00.083,342.903,-0.0826633,50.4979,-20.6,0.3,8.440000000000001,0.22400000000000003,mJy/beam,6893.719775719162,8000.0,25.9,0.8,,500.0,WISE Catalog,Anderson et al. (2015b),GBT,,6.412068856244525,1.8588148148148131,13.707889889889879,7.804481481481475,-116.83391559505952,,,0
G343.147-00.443,343.147,-0.442032,374.782,-33.0,2.5,156.0,20.8,mJy/beam,65265.98604231159,8000.0,23.0,1.5,,500.0,WISE Catalog,Caswell & Haynes (1987),Parkes,,5.535548786183965,2.7829369369369346,12.842421421421411,7.817054054054047,-116.68867711870786,,,0
G343.224-00.065,343.224,-0.0640231,97.4951,0.9,0.5,13.424816075500877,0.6009203386176583,mJy/beam,8902.98,8000.0,21.18,1.1,8477.3,510.3,SHRDS Full Catalog,Wenger et al. (2021),ATCA,,8.362238877180667,0.028426426426426413,15.857837837837824,7.820545545545539,-116.66235803226678,,,0
G343.353-00.068,343.353,-0.0671393,29.7148,-130.3,0.3,23.45649175457358,0.6618911039656902,mJy/beam,3107.04,8000.0,24.48,0.8,5843.2,223.5,SHRDS Full Catalog,Wenger et al. (2021),ATCA,,,,,,,,,0
G343.480-00.043,343.48,-0.0423594,277.421,-17.3,1.2,242.36960949862788,58.710932342073164,mJy/beam,7798.56,8000.0,10.22,2.86,7730.2,2509.3,SHRDS Full Catalog,Wenger et al. (2021),ATCA,N,5.878376636925304,2.44143243243243,13.232864864864853,7.827022022022016,-116.62035497044306,,,0
G343.615+00.955,343.615,0.955006,88.7659,-117.7,0.7,3.3600000000000003,0.22400000000000003,mJy/beam,6893.719775719162,8000.0,21.1,1.9,,500.0,WISE Catalog,Anderson et al. (2015b),GBT,,2.325664697907291,7.3131781781781715,8.341133133133125,7.834210210210204,-115.87953017662967,,,0
